medcode	readcode	readterm	condition	score
94682	7A1C100	endovas insert of stent graft for suprarenal aortic aneurysm	Peripheral vascular disease	1
94699	ZRB5.00	diabetes treatment satisfaction questionnaire	Diabetes (uncomplicated)	1
9470	B34z.00	malignant neoplasm of female breast nos	Any malignancy	2
94732	Q207z00	cranial or peripheral nerve palsy due to birth trauma nos	Hemiplegia or paraplegia	2
94750	BBp0.00	[m]mastocytoma nos	Any malignancy	2
94776	B1z2.00	"malignant neoplasm, overlapping lesion of digestive system"	Any malignancy	2
94784	7A45.15	emergency replacement aneurysmal superficial femoral artery	Peripheral vascular disease	1
94789	1Z17.00	chronic kidney disease stage 1 with proteinuria	Renal disease	2
94793	1Z1B.00	chronic kidney disease stage 3 with proteinuria	Renal disease	2
94810	BBB4.00	[m]adenocarcinoma with spindle cell metaplasia	Any malignancy	2
94870	G580400	congestive heart failure due to valvular disease	Congestive heart failure	1
94873	BB2A.13	[m]squamous cell carcinoma of skin nos	Any malignancy	2
94894	H431.00	bauxite fibrosis of lung	Chronic pulmonary disease	1
949	7H62z00	excision or biopsy of lymph node nos	Metastatic solid tumour	4
9491	B142.11	anal carcinoma	Any malignancy	2
94935	4M21.00	lymphoma stage ii	Any malignancy	2
9494	J616.00	biliary cirrhosis	Mild liver disease	1
94946	H592.00	chronic type 1 respiratory failure	Chronic pulmonary disease	1
94955	9NiE.00	did not attend xpert diabetes structured education programme	Diabetes (uncomplicated)	1
94956	8I84.00	did not complete xpert diabetes structured education program	Diabetes (uncomplicated)	1
94965	1Z15.00	chronic kidney disease stage 3a	Renal disease	2
94975	B241300	malignant neoplasm of pericardium	Any malignancy	2
94995	B620500	nodular lymphoma of lymph nodes of inguinal region and leg	Any malignancy	2
94996	H572.00	lung disease with systemic sclerosis	Rheumatic disease	1
95008	BB82112	[m]gelatinous adenocarcinoma	Any malignancy	2
95012	B621800	mycosis fungoides of lymph nodes of multiple sites	Any malignancy	2
95016	B0z1.00	malignant neoplasm of waldeyer's ring	Any malignancy	2
95021	9N4s.00	did not attend practice nurse heart failure clinic	Congestive heart failure	1
95024	BBG8.00	[m]infantile fibrosarcoma	Any malignancy	2
95046	BB60.00	[m]skin appendage adenoma and carcinoma	Any malignancy	2
95049	B616000	hodgkin's lymphocytic depletion of unspecified site	Any malignancy	2
9505	B582600	secondary malignant neoplasm of skin of breast	Metastatic solid tumour	4
95057	B34y000	malignant neoplasm of ectopic site of female breast	Any malignancy	2
95058	B600700	reticulosarcoma of spleen	Any malignancy	2
9507	G307000	acute non-q wave infarction	Myocardial infarction	1
9509	Eu02300	[x]dementia in parkinson's disease	Dementia	1
95093	8I83.00	did not complete desmond diabetes structured educat program	Diabetes (uncomplicated)	1
95094	8I81.00	did not complete diabetes structured education programme	Diabetes (uncomplicated)	1
95121	1Z1A.00	chronic kidney disease stage 2 without proteinuria	Renal disease	2
95122	1Z1H.00	chronic kidney disease stage 4 with proteinuria	Renal disease	2
95123	1Z1C.00	chronic kidney disease stage 3 without proteinuria	Renal disease	2
95145	1Z1B.11	ckd stage 3 with proteinuria	Renal disease	2
95146	1Z19.00	chronic kidney disease stage 2 with proteinuria	Renal disease	2
95150	BB81B00	[m]serous surface papillary carcinoma	Any malignancy	2
95159	9NiD.00	did not attend desmond diabetes structured education program	Diabetes (uncomplicated)	1
95170	7A58y00	other specified transluminal coil embolisation of aneurysm	Peripheral vascular disease	1
95175	1Z1E.00	chronic kidney disease stage 3a without proteinuria	Renal disease	2
95176	1Z1E.11	ckd stage 3a without proteinuria	Renal disease	2
95177	1Z1G.00	chronic kidney disease stage 3b without proteinuria	Renal disease	2
95178	1Z1F.00	chronic kidney disease stage 3b with proteinuria	Renal disease	2
95179	1Z16.00	chronic kidney disease stage 3b	Renal disease	2
95180	1Z1F.11	ckd stage 3b with proteinuria	Renal disease	2
95182	B308100	malignant neoplasm of talus	Any malignancy	2
95188	1Z1C.11	ckd stage 3 without proteinuria	Renal disease	2
9520	66YB.00	chronic obstructive pulmonary disease monitoring	Chronic pulmonary disease	1
9524	G580.14	biventricular failure	Congestive heart failure	1
95323	B35z000	malignant neoplasm of ectopic site of male breast	Any malignancy	2
95338	B613600	"hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes"	Any malignancy	2
95343	C10E711	type i diabetes mellitus with retinopathy	Diabetes with end-organ damage	2
95347	Fyu5700	[x]other vascular syndroms/brain in cerebrovasculr diseases	Cerebrovascular disease	1
95351	C10FA11	type ii diabetes mellitus with mononeuropathy	Diabetes with end-organ damage	2
95373	BBCC100	"[m]leydig cell tumour, malignant"	Any malignancy	2
95378	B561200	secondary and unspec malig neop diaphragmatic lymph nodes	Metastatic solid tumour	4
95381	Gyu7300	[x]aneurysm of other specified arteries	Peripheral vascular disease	1
95390	B800.00	"carcinoma in situ of lip, oral cavity and pharynx"	Any malignancy	2
95405	1Z1L.00	chronic kidney disease stage 5 without proteinuria	Renal disease	2
95406	1Z1J.00	chronic kidney disease stage 4 without proteinuria	Renal disease	2
95408	1Z1D.00	chronic kidney disease stage 3a with proteinuria	Renal disease	2
95416	7A46D00	replace aneurysm popliteal artery by pop/fem anastomosis nec	Peripheral vascular disease	1
95421	B45y.00	malignant neoplasm of other specified female genital organ	Any malignancy	2
95422	9Ni9.00	did not attend chronic kidney disease monitoring clinic	Renal disease	2
95429	B071.00	malignant neoplasm of posterior wall of nasopharynx	Any malignancy	2
95437	Nyu4E00	"[x]dermatopolymyositis, unspecified"	Rheumatic disease	1
95458	B300300	malignant neoplasm of nasal bone	Any malignancy	2
95464	BBl0.00	[m]mycosis fungoides	Any malignancy	2
95480	B001100	"malignant neoplasm of lower lip, lipstick area"	Any malignancy	2
95503	7A40z00	replacement of aneurysmal iliac artery nos	Peripheral vascular disease	1
95505	B41y000	malignant neoplasm of cervical stump	Any malignancy	2
95508	1Z1K.00	chronic kidney disease stage 5 with proteinuria	Renal disease	2
9552	66Y5.00	change in asthma management plan	Chronic pulmonary disease	1
95539	C10FS00	maternally inherited diabetes mellitus	Diabetes (uncomplicated)	1
95553	9NiA.00	did not attend diabetes structured education programme	Diabetes (uncomplicated)	1
95559	B81yz00	carcinoma in situ of specified parts respiratory system nos	Any malignancy	2
95571	1Z1D.11	ckd stage 3a with proteinuria	Renal disease	2
95572	1Z18.00	chronic kidney disease stage 1 without proteinuria	Renal disease	2
95577	7A58300	percutaneous transluminal coil embolisation aneurysm giant	Peripheral vascular disease	1
95609	BB5B300	"[m]insulinoma, malignant"	Any malignancy	2
95629	B325500	malignant melanoma of perineum	Any malignancy	2
95630	B62x600	true histiocytic lymphoma	Any malignancy	2
95636	C10ER00	latent autoimmune diabetes mellitus in adult	Diabetes (uncomplicated)	1
95641	8Hj1.00	family/carer referral to diabetes structured education prog	Diabetes (uncomplicated)	1
95644	B241.00	malignant neoplasm of heart	Any malignancy	2
9565	Eu01.11	[x]arteriosclerotic dementia	Dementia	1
95671	Byu5700	"[x]malignant neoplasm of peritoneum, unspecified"	Any malignancy	2
95710	K10y300	pyelonephritis in diseases ec	Renal disease	2
95715	B627900	mucosa-associated lymphoma	Any malignancy	2
95772	B051000	malignant neoplasm of upper buccal sulcus	Any malignancy	2
95783	B17yz00	malignant neoplasm of specified site of pancreas nos	Any malignancy	2
95792	B62zz00	lymphoid and histiocytic malignancy nos	Any malignancy	2
95813	9N1o.00	seen in multidisciplinary diabetic clinic	Diabetes (uncomplicated)	1
95818	BBD1.00	"[m]paraganglioma, malignant"	Any malignancy	2
95835	679X.00	heart failure education	Congestive heart failure	1
95949	B621000	mycosis fungoides of unspecified site	Any malignancy	2
95976	7A1B500	endovascular stenting of aorto-uniiliac aneurysm	Peripheral vascular disease	1
95992	C108A11	type i diabetes mellitus without complication	Diabetes (uncomplicated)	1
95994	66Aq.00	diabetic foot screen	Diabetes (uncomplicated)	1
96003	B055000	malignant neoplasm of junction of hard and soft palate	Any malignancy	2
96090	J141.00	chronic gastrojejunal ulcer	Peptic ulcer disease	1
96094	B119.00	siewert type iii adenocarcinoma	Any malignancy	2
96133	7B00400	"allotransplantation kidney from cadaver, heart non-beating"	Renal disease	2
9618	B56..00	secondary and unspecified malignant neoplasm of lymph nodes	Metastatic solid tumour	4
96183	BBj4.00	"[m]hodgkin's disease,lymphocytic depletion,diffuse fibrosis"	Any malignancy	2
96184	TA02000	"accid cut,puncture,perf,h'ge - kidney dialysis"	Renal disease	2
9622	B525.00	malignant neoplasm of cauda equina	Any malignancy	2
96226	ByuC100	[x]malignant neoplasm/overlap lesion/other+ill-defined sites	Metastatic solid tumour	4
96231	BBGJ.00	"[m]fibroxanthoma, malignant"	Any malignancy	2
96235	C10E911	type i diabetes mellitus maturity onset	Diabetes (uncomplicated)	1
96255	7A47600	emerg bypass femoral art by fem/tib a anast c vein graft nec	Peripheral vascular disease	1
96280	4M72.00	clark melanoma level 3	Any malignancy	2
96347	7A61900	ligation of arteriovenous dialysis fistula	Renal disease	2
96379	B621400	mycosis fungoides of lymph nodes of axilla and upper limb	Any malignancy	2
96429	B470z00	malignant neoplasm of undescended testis nos	Any malignancy	2
96445	B300B00	malignant neoplasm of turbinate	Any malignancy	2
96472	7A46000	replace aneurysm fem art by fem/pop art anastom c prosth nec	Peripheral vascular disease	1
96494	BB5Tz00	[m]papillary adenoma or adenocarcinoma nos	Any malignancy	2
96506	C10G000	secondary pancreatic diabetes mellitus without complication	Diabetes (uncomplicated)	1
96562	7A58000	percutaneous transluminal coil embolisation aneurysm small	Peripheral vascular disease	1
96585	B32y000	overlapping malignant melanoma of skin	Any malignancy	2
96622	J13y300	unspecified peptic ulcer with haemorrhage and perforation	Peptic ulcer disease	1
96628	J140100	acute gastrojejunal ulcer with haemorrhage	Peptic ulcer disease	1
9663	66Y9.00	step up change in asthma management plan	Chronic pulmonary disease	1
96630	Gyu6F00	"[x]intracerebral haemorrhage in hemisphere, unspecified"	Cerebrovascular disease	1
96635	B17y000	malignant neoplasm of ectopic pancreatic tissue	Any malignancy	2
96654	7A11000	emerg repl aneurysm bifurc aorta by anast aorta to fem art	Peripheral vascular disease	1
96655	H57y500	lung disease with syphilis	Chronic pulmonary disease	1
96656	7A46z00	other replacement of aneurysmal femoral/popliteal artery nos	Peripheral vascular disease	1
96664	J615800	juvenile portal cirrhosis	Mild liver disease	1
96699	7A40000	emerg replace aneurysm iliac art by iliac/femoral art anast	Peripheral vascular disease	1
96717	S621.00	open traumatic subarachnoid haemorrhage	Cerebrovascular disease	1
96751	AyuCB00	"[x]hiv disease result/haematological+immunologic abnorms,nec"	HIV/AIDS	4
96756	G852000	oesophageal varices with bleeding in diseases ec	Moderate or severe liver disease	3
96782	B003z00	"malignant neoplasm of lower lip, inner aspect nos"	Any malignancy	2
96783	B005.00	malignant neoplasm of commissure of lip	Any malignancy	2
96798	BBd2.12	[m]meningothelial sarcoma	Any malignancy	2
96799	G5y4z00	post cardiac operation heart failure nos	Congestive heart failure	1
96802	B11y100	malignant neoplasm of posterior wall of stomach nec	Any malignancy	2
96838	Gyu3400	[x]acute transmural myocardial infarction of unspecif site	Myocardial infarction	1
96860	F11x900	cerebral degeneration in parkinson's disease	Dementia	1
96869	B071z00	malignant neoplasm of posterior wall of nasopharynx nos	Any malignancy	2
96902	4J3F.00	human immunodeficiency virus viral load by log rank	HIV/AIDS	4
9696	G604.00	subarachnoid haemorrhage from posterior communicating artery	Cerebrovascular disease	1
97030	7A1B100	endovascular stenting of suprarenal aortic aneurysm	Peripheral vascular disease	1
9707	N047.00	seropositive errosive rheumatoid arthritis	Rheumatic disease	1
97091	ByuC500	[x]2ndry malignant neoplasm/bladder+oth+unsp urinary organs	Metastatic solid tumour	4
97109	7A1B700	endovascular stenting for aorto-uniiliac aneurysm	Peripheral vascular disease	1
9711	H47..00	pneumonitis due to inhalation of solids or liquids	Chronic pulmonary disease	1
9712	BB4A.00	[m]papillary transitional cell carcinoma	Any malignancy	2
97200	B81y400	carcinoma in situ of eustachian tube	Any malignancy	2
97217	7A1B800	endovascul insert stent infrarenal abdominal aortic aneurysm	Peripheral vascular disease	1
97332	B213z00	malignant neoplasm of laryngeal cartilage nos	Any malignancy	2
97388	K032y15	mixed membranous and proliferative glomerulonephritis nec	Renal disease	2
97422	F11x.00	cerebral degeneration in other disease ec	Dementia	1
97446	C108912	type 1 diabetes mellitus maturity onset	Diabetes (uncomplicated)	1
97463	BBF4.00	[m]giant cell sarcoma (except of bone)	Any malignancy	2
97470	L440100	puerperal cerebrovascular disorder - delivered	Cerebrovascular disease	1
97474	C108412	unstable type 1 diabetes mellitus	Diabetes (uncomplicated)	1
97499	B118.00	siewert type ii adenocarcinoma	Any malignancy	2
97530	B051100	malignant neoplasm of lower buccal sulcus	Any malignancy	2
97547	B551200	malignant neoplasm of intrathoracic site nos	Any malignancy	2
97577	B602300	burkitt's lymphoma of intra-abdominal lymph nodes	Any malignancy	2
97587	1Z1J.11	ckd stage 4 without proteinuria	Renal disease	2
9759	G718.00	leaking abdominal aortic aneurysm	Peripheral vascular disease	1
97593	BBZG.00	"[m]ameloblastoma, malignant"	Any malignancy	2
97606	7A47.15	other emergency bypass of superficial femoral artery	Peripheral vascular disease	1
97628	ByuF600	[x]melanoma in situ of other sites	Any malignancy	2
97645	7A59z00	transluminal balloon assisted coil embolisation aneurysm nos	Peripheral vascular disease	1
97661	7A46C00	replace aneurysm fem artery by fem/fem art anastomosis nec	Peripheral vascular disease	1
97670	J661600	obliterative cholangitis	Mild liver disease	1
97672	B576z00	secondary malig neop of retroperitoneum or peritoneum nos	Metastatic solid tumour	4
97683	1Z1L.11	ckd stage 5 without proteinuria	Renal disease	2
97734	K0A1100	rapid progres nephritic syn focal+segmental glomerulr lesion	Renal disease	2
97746	B61z800	hodgkin's disease nos of lymph nodes of multiple sites	Any malignancy	2
97756	BBl1.00	[m]sezary's disease	Any malignancy	2
97758	K02y000	chronic glomerulonephritis + diseases ec	Renal disease	2
97800	9kf..00	copd - enhanced services administration	Chronic pulmonary disease	1
97809	8I82.00	did not complete dafne diabetes structured education program	Diabetes (uncomplicated)	1
97824	ZRB6.11	dwbq - diabetes wellbeing questionnaire	Diabetes (uncomplicated)	1
97832	B58y211	secondary cancer of the cervix	Metastatic solid tumour	4
97849	C10E912	insulin dependent diabetes maturity onset	Diabetes (uncomplicated)	1
97852	BBk7.00	"[m]malignant lymphoma, centroblastic type, follicular"	Any malignancy	2
97858	B828300	melanoma in situ of scalp and neck	Any malignancy	2
97863	B615000	"hodgkin's disease, mixed cellularity of unspecified site"	Any malignancy	2
97875	B175.00	"malignant neoplasm, overlapping lesion of pancreas"	Any malignancy	2
97894	C10EP11	type i diabetes mellitus with exudative maculopathy	Diabetes with end-organ damage	2
97954	B81y.00	carcinoma in situ of other specified part respiratory system	Any malignancy	2
97978	1Z1A.11	ckd stage 2 without proteinuria	Renal disease	2
97979	1Z19.11	ckd stage 2 with proteinuria	Renal disease	2
97980	1Z17.11	ckd stage 1 with proteinuria	Renal disease	2
