"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"9396"	"331011000001101"	"85602020"	"Zamadol SR 100mg capsules (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"9739"	"322646003"	"78591020"	"Tramadol 100mg effervescent powder sachets sugar free"	"Tramadol hydrochloride"	"100mg"	"Effervescent powder"	"Oral"	"00000000"	"Unknown"
"11101"	"314411000001101"	"82968020"	"Zydol 50mg soluble tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"50mg"	"Soluble tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"11275"	"793211000001103"	"75792020"	"Zydol 100mg/2ml solution for injection ampoules (Grunenthal Ltd)"	"Tramadol hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"11471"	"35920411000001105"	"75787020"	"Tramadol 100mg/2ml solution for injection ampoules"	"Tramadol hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"11549"	"35921211000001100"	"79983020"	"Tramadol 75mg modified-release tablets"	"Tramadol hydrochloride"	"75mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"11559"	"322645004"	"78590020"	"Tramadol 50mg effervescent powder sachets sugar free"	"Tramadol hydrochloride"	"50mg"	"Effervescent powder"	"Oral"	"00000000"	"Unknown"
"11734"	"5212811000001100"	"87129020"	"Tramadol 50mg orodispersible tablets sugar free"	"Tramadol hydrochloride"	"50mg"	"Orodispersible tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"11746"	"35920911000001102"	"82221020"	"Tramadol 300mg modified-release tablets"	"Tramadol hydrochloride"	"300mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"11748"	"35921011000001105"	"82223020"	"Tramadol 400mg modified-release tablets"	"Tramadol hydrochloride"	"400mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"13813"	"400911000001108"	"83119020"	"Zamadol 50mg capsules (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"14490"	"451511000001100"	"82134020"	"Tramake 50mg capsules (Galen Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"16076"	"237275001000027100"	"87620020"	"Paracetamol 325mg with tramadol 37.5 mg tablet"	"Tramadol Hydrochloride/Paracetamol"	"325mg + 37.5mg"	"Tablets"	"Oral"	"04070100/04070200"	"Non-opioid And Compound Analgesics/Opioid Analgesics"
"16271"	"929211000001103"	"83285020"	"Zydol XL 300mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"300mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"16395"	"142111000001100"	"83284020"	"Zydol XL 200mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"19993"	"216911000001105"	"76472020"	"Dromadol SR 100mg tablets (Teva UK Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"20310"	"5197011000001105"	"87131020"	"Zamadol Melt 50mg tablets (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Orodispersible tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"21256"	"3242911000001107"	"84442020"	"Tramake Insts 50mg sachets (Galen Ltd)"	"Tramadol hydrochloride"	"50mg"	"Effervescent powder"	"Oral"	"00000000"	"Unknown"
"21397"	"461411000001108"	"83287020"	"Zydol XL 400mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"400mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"21777"	"278411000001105"	"76475020"	"Dromadol SR 200mg tablets (Teva UK Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"21797"	"9411000001102"	"85605020"	"Zamadol SR 200mg capsules (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"21947"	"139611000001100"	"83283020"	"Zydol XL 150mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"23625"	"919611000001108"	"76473020"	"Dromadol SR 150mg tablets (Teva UK Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"23981"	"711511000001103"	"85603020"	"Zamadol SR 150mg capsules (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"24383"	"3250111000001107"	"84443020"	"Tramake Insts 100mg sachets (Galen Ltd)"	"Tramadol hydrochloride"	"100mg"	"Effervescent powder"	"Oral"	"00000000"	"Unknown"
"26336"	"17411000001109"	"77920020"	"Dromadol XL 300mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Tramadol hydrochloride"	"300mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"26986"	"9532611000001108"	"89680020"	"Zamadol 24hr 200mg modified-release tablets (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"27591"	"9532211000001106"	"89678020"	"Zamadol 24hr 150mg modified-release tablets (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"28728"	"9532911000001102"	"89682020"	"Zamadol 24hr 300mg modified-release tablets (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"300mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"29324"	"424611000001103"	"76471020"	"Dromadol SR 75mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Tramadol hydrochloride"	"75mg"	"Modified-release tablet"	"Oral"	"00000000"	"Unknown"
"29860"	"746011000001106"	"56511020"	"Tramadol 50mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"31105"	"109211000001105"	"77919020"	"Dromadol XL 200mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"31107"	"847811000001101"	"77918020"	"Dromadol XL 150mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"31734"	"805511000001101"	"77909020"	"Dromadol XL 400mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Tramadol hydrochloride"	"400mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"32165"	"90565001000027106"	"59495020"	"Tramadol 50mg Capsule (Generics (UK) Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"32450"	"9533211000001100"	"89684020"	"Zamadol 24hr 400mg modified-release tablets (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"400mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"34065"	"134395001000027107"	"65707020"	"Tramadol sr 150mg Modified-release tablet (Winthrop Pharmaceuticals Ltd)"	"Tramadol Hydrochloride"	"150mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"34260"	"134365001000027105"	"65703020"	"Tramadol sr 100mg Modified-release tablet (Winthrop Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"34281"	"134435001000027108"	"65711020"	"Tramadol sr 200mg Modified-release tablet (Winthrop Pharmaceuticals Ltd)"	"Tramadol Hydrochloride"	"200mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"34422"	"886411000001108"	"57153020"	"Tramadol 50mg capsules (Actavis UK Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"34521"	"246311000001101"	"60506020"	"Tramadol 50mg capsules (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"34570"	"796411000001109"	"59770020"	"Tramadol 50mg capsules (Teva UK Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"34639"	"4821211000001104"	"57229020"	"Tramadol 50mg capsules (Genus Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"34808"	"11415411000001109"	"61634020"	"Tramadol 50mg capsules (PLIVA Pharma Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"35347"	"244805001000027109"	"92192020"	"Tramadol 24 Modified-release tablet"	"Tramadol Hydrochloride"	"100mg"	"Modified-release Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"35438"	"11592311000001104"	"93712020"	"Tramquel SR 100mg capsules (Beechmere Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"35651"	"11054811000001105"	"92196020"	"Tradorec XL 200mg tablets (Endo Ventures Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"35656"	"11054611000001106"	"92194020"	"Tradorec XL 100mg tablets (Endo Ventures Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"35806"	"9100811000001106"	"88985020"	"Larapam SR 100mg tablets (Sandoz Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"36035"	"11055011000001100"	"92198020"	"Tradorec XL 300mg tablets (Endo Ventures Ltd)"	"Tramadol hydrochloride"	"300mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"36697"	"10228511000001101"	"90623020"	"Mabron 200mg modified-release tablets (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"36732"	"12037411000001103"	"93848020"	"Tramadol 50mg modified-release tablets"	"Tramadol hydrochloride"	"50mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"36873"	"11985311000001102"	"93850020"	"Zydol SR 50mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"36949"	"11592111000001101"	"93710020"	"Tramquel SR 50mg capsules (Beechmere Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"37020"	"35920611000001108"	"90668020"	"Tramadol 150mg modified-release tablets"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"37021"	"35920811000001107"	"90670020"	"Tramadol 200mg modified-release tablets"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"37831"	"10228111000001105"	"90615020"	"Mabron 100mg modified-release tablets (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"37867"	"246195001000027108"	"92641020"	"Tramadol (roi) Tablet"	"Tramadol Hydrochloride"	"100mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"38196"	"9101211000001104"	"88989020"	"Larapam SR 200mg tablets (Sandoz Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"38528"	"138735001000027103"	"66344020"	"Tramadol 50mg Capsule (Tillomed Laboratories Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"38874"	"473811000001101"	"83120020"	"Zamadol 100mg/2ml solution for injection ampoules (Meda Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200"	"Opioid Analgesics"
"38956"	"11592711000001100"	"93716020"	"Tramquel SR 200mg capsules (Beechmere Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"39505"	"14954011000001100"	"96251020"	"Marol 100mg modified-release tablets (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"39709"	"14954411000001109"	"96255020"	"Marol 200mg modified-release tablets (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"39750"	"14954211000001105"	"96253020"	"Marol 150mg modified-release tablets (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"39798"	"12948411000001105"	"94355020"	"Nobligan retard 100mg tablets (Grunenthal Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"39811"	"14976811000001101"	"96514020"	"Maxitram SR 200mg capsules (Chiesi Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40058"	"12790311000001100"	"94253020"	"Tramulief SR 100mg tablets (AMCo)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"40060"	"12790811000001109"	"94257020"	"Tramulief SR 200mg tablets (AMCo)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"40061"	"12790511000001106"	"94255020"	"Tramulief SR 150mg tablets (AMCo)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"40166"	"10444611000001105"	"61111020"	"Tramadol 50mg capsules (Niche Generics Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40249"	"14977211000001100"	"96510020"	"Maxitram SR 100mg capsules (Chiesi Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40254"	"14977411000001101"	"96508020"	"Maxitram SR 50mg capsules (Chiesi Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40718"	"9800611000001103"	"68881020"	"Tramadol 50mg capsules (Almus Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40805"	"11592511000001105"	"93714020"	"Tramquel SR 150mg capsules (Beechmere Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40883"	"14977011000001105"	"96512020"	"Maxitram SR 150mg capsules (Chiesi Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"40926"	"9101011000001109"	"88987020"	"Larapam SR 150mg tablets (Sandoz Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"41976"	"9243611000001108"	"70238020"	"Tramadol 100mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"42280"	"17430011000001102"	"97487020"	"Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free"	"Paracetamol/Tramadol hydrochloride"	"325mg + 37.5mg"	"Effervescent tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"42332"	"17418411000001102"	"97932020"	"Tramacet 37.5mg/325mg effervescent tablets (Grunenthal Ltd)"	"Paracetamol/Tramadol hydrochloride"	"325mg + 37.5mg"	"Effervescent tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"42798"	"9243911000001102"	"70243020"	"Tramadol 150mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"43198"	"203205001000027102"	"77140020"	"Tramadol sr 50mg Capsule (Hillcross Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"43513"	"736011000001107"	"60117020"	"Tramadol 50mg capsules (Zentiva)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"44371"	"10228311000001107"	"90621020"	"Mabron 150mg modified-release tablets (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"46279"	"15610011000001108"	"76711020"	"Tramadol 200mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"46587"	"19200411000001106"	"00078021"	"Tramadol 100mg/ml oral drops"	"Tramadol hydrochloride"	"100mg/1ml"	"Oral drops"	"Oral"	"04070200"	"Opioid Analgesics"
"46643"	"12871211000001106"	"94311020"	"Zeridame SR 150mg tablets (Actavis UK Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"47854"	"246185001000027109"	"92639020"	"Tramadol (roi) Tablet"	"Tramadol Hydrochloride"	"50mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"48090"	"9244111000001103"	"70246020"	"Tramadol 200mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"49323"	"19624611000001106"	"04512020"	"Marol 150mg modified-release tablets (Teva UK Ltd)"	"Tramadol hydrochloride"	"150mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"49324"	"19624811000001105"	"04502020"	"Marol 100mg modified-release tablets (Teva UK Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"50862"	"19624411000001108"	"04522020"	"Marol 200mg modified-release tablets (Teva UK Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"50947"	"11530411000001103"	"04527020"	"Tramadol 100mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"52495"	"16069711000001109"	"04490020"	"Tramadol 50mg capsules (Bristol Laboratories Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"52605"	"20170311000001107"	"39814020"	"Tramadol 50mg capsules (Accord Healthcare Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"52977"	"14585711000001102"	"04529020"	"Tramadol 100mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"54023"	"15937711000001102"	"04524020"	"Tramadol 50mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"56491"	"16448711000001103"	"04541020"	"Zamadol SR 200mg capsules (Lexon (UK) Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"58129"	"12869811000001101"	"94309020"	"Zeridame SR 100mg tablets (Actavis UK Ltd)"	"Tramadol hydrochloride"	"100mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"58316"	"22467711000001105"	"15654021"	"Tramadol 50mg modified-release capsules (DE Pharmaceuticals)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"60121"	"23601711000001108"	"20201021"	"Tramadol 50mg modified-release capsules (Waymade Healthcare Plc)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"60751"	"21695111000001100"	"46795020"	"Tilodol SR 200mg tablets (Sandoz Ltd)"	"Tramadol hydrochloride"	"200mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"61272"	"17860911000001102"	"04492020"	"Tramadol 50mg capsules (Phoenix Healthcare Distribution Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"61610"	"24136911000001105"	"23065021"	"Tramadol 50mg capsules (Morningside Healthcare Ltd)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"61775"	"15195711000001100"	"04489020"	"Tramadol 50mg capsules (Sigma Pharmaceuticals Plc)"	"Tramadol hydrochloride"	"50mg"	"Capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"62778"	"23439711000001104"	"20339021"	"Tramacet 37.5mg/325mg tablets (Waymade Healthcare Plc)"	"Paracetamol/Tramadol hydrochloride"	"325mg + 37.5mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"63047"	"23601911000001105"	"20202021"	"Tramadol 100mg modified-release capsules (Waymade Healthcare Plc)"	"Tramadol hydrochloride"	"100mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"63898"	"22395311000001107"	"15653021"	"Tramadol 50mg modified-release capsules (J M McGill Ltd)"	"Tramadol hydrochloride"	"50mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
